01	01	1992	632.37
02	01	1992	638.61
03	01	1992	632.58
04	01	1992	638.07
05	01	1992	638.07
06	01	1992	638.07
07	01	1992	638.07
08	01	1992	638.17
09	01	1992	638.61
10	01	1992	637.86
11	01	1992	645.04
12	01	1992	645.04
13	01	1992	645.04
14	01	1992	659.74
15	01	1992	657.49
16	01	1992	653.45
17	01	1992	652.91
18	01	1992	645.35
19	01	1992	645.35
20	01	1992	645.35
21	01	1992	645.97
22	01	1992	647.04
23	01	1992	647.01
24	01	1992	647.01
25	01	1992	644.83
26	01	1992	644.83
27	01	1992	644.83
28	01	1992	645.53
29	01	1992	645.20
30	01	1992	644.04
31	01	1992	644.27
01	02	1992	640.52
02	02	1992	640.52
03	02	1992	640.52
04	02	1992	640.52
05	02	1992	638.01
06	02	1992	637.65
07	02	1992	636.90
08	02	1992	635.34
09	02	1992	635.34
10	02	1992	635.34
11	02	1992	634.74
12	02	1992	634.59
13	02	1992	634.67
14	02	1992	635.60
15	02	1992	634.74
16	02	1992	634.74
17	02	1992	634.74
18	02	1992	635.66
19	02	1992	635.21
20	02	1992	634.93
21	02	1992	633.31
22	02	1992	633.03
23	02	1992	633.03
24	02	1992	633.03
25	02	1992	633.55
26	02	1992	633.74
27	02	1992	634.06
28	02	1992	633.91
29	02	1992	636.54
01	03	1992	636.54
02	03	1992	636.54
03	03	1992	640.95
04	03	1992	636.05
05	03	1992	635.86
06	03	1992	636.73
07	03	1992	636.22
08	03	1992	636.22
09	03	1992	636.22
10	03	1992	635.88
11	03	1992	639.78
12	03	1992	639.38
13	03	1992	641.29
14	03	1992	642.00
15	03	1992	642.00
16	03	1992	642.00
17	03	1992	644.13
18	03	1992	643.83
19	03	1992	642.59
20	03	1992	641.53
21	03	1992	640.37
22	03	1992	640.37
23	03	1992	640.37
24	03	1992	640.37
25	03	1992	642.00
26	03	1992	641.81
27	03	1992	641.22
28	03	1992	647.24
29	03	1992	647.24
30	03	1992	647.24
31	03	1992	641.59
01	04	1992	641.98
02	04	1992	645.14
03	04	1992	644.77
04	04	1992	643.11
05	04	1992	643.11
06	04	1992	643.11
07	04	1992	645.73
08	04	1992	643.98
09	04	1992	644.61
10	04	1992	646.50
11	04	1992	647.28
12	04	1992	647.28
13	04	1992	647.28
14	04	1992	649.48
15	04	1992	655.66
16	04	1992	657.97
17	04	1992	657.97
18	04	1992	657.97
19	04	1992	657.97
20	04	1992	657.97
21	04	1992	655.32
22	04	1992	652.57
23	04	1992	651.48
24	04	1992	650.24
25	04	1992	651.36
26	04	1992	651.36
27	04	1992	651.36
28	04	1992	650.31
29	04	1992	651.95
30	04	1992	653.83
01	05	1992	653.58
02	05	1992	653.58
03	05	1992	653.58
04	05	1992	653.58
05	05	1992	653.10
06	05	1992	653.70
07	05	1992	654.74
08	05	1992	656.40
09	05	1992	657.91
10	05	1992	657.91
11	05	1992	657.91
12	05	1992	658.52
13	05	1992	660.57
14	05	1992	660.88
15	05	1992	663.43
16	05	1992	663.58
17	05	1992	663.58
18	05	1992	663.58
19	05	1992	663.75
20	05	1992	664.50
21	05	1992	663.10
22	05	1992	662.60
23	05	1992	662.11
24	05	1992	662.11
25	05	1992	662.11
26	05	1992	662.15
27	05	1992	660.46
28	05	1992	660.16
29	05	1992	660.99
30	05	1992	664.37
31	05	1992	664.37
01	06	1992	664.37
02	06	1992	664.37
03	06	1992	666.11
04	06	1992	664.30
05	06	1992	666.47
06	06	1992	664.36
07	06	1992	664.36
08	06	1992	664.36
09	06	1992	665.91
10	06	1992	665.92
11	06	1992	667.96
12	06	1992	667.52
13	06	1992	669.55
14	06	1992	669.55
15	06	1992	669.55
16	06	1992	671.36
17	06	1992	675.76
