1.000000000000000000e+00,1.978000000000000000e+03,1.958999999999999986e+01
2.000000000000000000e+00,1.978000000000000000e+03,1.746000000000000085e+01
3.000000000000000000e+00,1.978000000000000000e+03,1.532000000000000028e+01
4.000000000000000000e+00,1.978000000000000000e+03,1.464000000000000057e+01
5.000000000000000000e+00,1.978000000000000000e+03,8.730000000000000426e+00
6.000000000000000000e+00,1.978000000000000000e+03,1.107000000000000028e+01
7.000000000000000000e+00,1.978000000000000000e+03,9.750000000000000000e+00
8.000000000000000000e+00,1.978000000000000000e+03,1.619000000000000128e+01
9.000000000000000000e+00,1.978000000000000000e+03,1.132000000000000028e+01
1.000000000000000000e+01,1.978000000000000000e+03,1.275000000000000000e+01
1.100000000000000000e+01,1.978000000000000000e+03,8.160000000000000142e+00
1.200000000000000000e+01,1.978000000000000000e+03,1.033000000000000007e+01
1.300000000000000000e+01,1.978000000000000000e+03,9.980000000000000426e+00
1.400000000000000000e+01,1.978000000000000000e+03,4.089999999999999858e+00
1.500000000000000000e+01,1.978000000000000000e+03,2.520000000000000018e+00
1.600000000000000000e+01,1.978000000000000000e+03,1.964999999999999858e+01
1.700000000000000000e+01,1.978000000000000000e+03,6.059999999999999609e+00
1.800000000000000000e+01,1.978000000000000000e+03,3.189999999999999947e+00
1.900000000000000000e+01,1.978000000000000000e+03,7.820000000000000284e+00
2.000000000000000000e+01,1.978000000000000000e+03,5.429999999999999716e+00
2.100000000000000000e+01,1.978000000000000000e+03,8.119999999999999218e+00
2.200000000000000000e+01,1.978000000000000000e+03,4.669999999999999929e+00
2.300000000000000000e+01,1.978000000000000000e+03,4.790000000000000036e+00
2.400000000000000000e+01,1.978000000000000000e+03,4.309999999999999609e+00
2.500000000000000000e+01,1.978000000000000000e+03,1.569999999999999929e+01
2.600000000000000000e+01,1.978000000000000000e+03,5.549999999999999822e+00
2.700000000000000000e+01,1.978000000000000000e+03,5.169999999999999929e+00
2.800000000000000000e+01,1.978000000000000000e+03,8.779999999999999361e+00
